task,model,prec,rec,F1
ds15,mc.svm_UNDERT,0.3221973063741156,0.3182746747647165,0.3143040589220101
ds15,mc.svm_UNDERTPhi,0.32451003555434155,0.32151623251708705,0.3158104636036992
ds15,mc.svm_OVERB,0.283524060836293,0.35771617948106504,0.29772561873554776
ds15,mc.svm_OVERT,0.30748896740297466,0.3833916237215045,0.32296277537396884
ds15,mc.svm_OVERTPhi,0.3167498750781757,0.388371824390526,0.338744327109636
ds15,mc.svm_SMOTEB,0.3338635304492822,0.3021704603990717,0.3077582427941439
ds15,mc.svm_SMOTET,0.31877958964646297,0.32505782591852556,0.3157215949406942
ds15,mc.svm_SMOTETPhi,0.31827129024479306,0.29789808273492513,0.30222334664109224
ds15,mc.mars,0.1062384866987273,0.38855616624002015,0.11684840076043079
ds15,mc.mars_UNDERB,0.14867966233058508,0.39296270405785066,0.15084338586420884
ds15,mc.mars_UNDERT,0.165250141376261,0.3858018666507016,0.1709339381501859
ds15,mc.mars_UNDERTPhi,0.16908798265502284,0.39413497445964096,0.17031342933418503
ds15,mc.mars_OVERB,0.3042257536007508,0.3858310001832666,0.32956684799741387
ds15,mc.mars_OVERT,0.33784908876792596,0.4040928411973874,0.36062939351226947
ds15,mc.mars_OVERTPhi,0.3325518570136429,0.3986725530382305,0.3536617036520607
ds15,mc.mars_SMOTEB,0.32297444373682976,0.352728686393816,0.33303604255815744
ds15,mc.mars_SMOTET,0.32720653084860074,0.35108910244024505,0.3338899673184995
ds15,mc.mars_SMOTETPhi,0.3178535892737807,0.3528193797640409,0.32927898011586104
ds15,mc.rf,0.0025120080459996434,0.3815429420918168,0.004276551920622412
ds15,mc.rf_UNDERB,0.02613546620275239,0.37336698672357566,0.026299092700590228
ds15,mc.rf_UNDERT,0.021307189852845985,0.3775590803907424,0.02331981047683942
ds15,mc.rf_UNDERTPhi,0.015111897785473323,0.3771891443570454,0.016724380805954744
ds15,mc.rf_OVERB,0.02573935833492889,0.3803086958279808,0.02256978161890062
ds15,mc.rf_OVERT,0.007091147235376849,0.3763549606146114,0.008726489018473255
ds15,mc.rf_OVERTPhi,0.00738208789656026,0.37713414435173964,0.009795864827691403
ds15,mc.rf_SMOTEB,0.2120398905547159,0.33155368433840765,0.17998004729149097
ds15,mc.rf_SMOTET,0.26999175311917334,0.35765000333919983,0.2557876996369007
ds15,mc.rf_SMOTETPhi,0.27429655366520983,0.35888612772643447,0.2736388612065806
ds15,mc.rpart,0.2718222062119195,0.4038101994034523,0.2775526919399464
ds15,mc.rpart_UNDERB,0.35416613307844985,0.3845239915341355,0.3556612989026807
ds15,mc.rpart_UNDERT,0.3390938912087849,0.40489254802047325,0.3389013147849946
ds15,mc.rpart_UNDERTPhi,0.35212949334787047,0.3990458550961622,0.3634183533115196
ds15,mc.rpart_OVERB,0.3608518131390985,0.3955171822715524,0.37283690953916215
ds15,mc.rpart_OVERT,0.3807795698488773,0.41056263508577245,0.38998304417617186
ds15,mc.rpart_OVERTPhi,0.3719599306203507,0.3787787593595598,0.3706377156401653
ds15,mc.rpart_SMOTEB,0.3556380093347654,0.3405254718740405,0.33339944034272617
ds15,mc.rpart_SMOTET,0.34345412290633553,0.3675943998047038,0.34298954732283105
ds15,mc.rpart_SMOTETPhi,0.3512654553690925,0.3715155382510502,0.3505739974645286
ds15,mc.arima,1e-05,0.3901690845754953,1.999948648783866e-05
ds15,mc.BDES,1e-05,0.40097711810553827,1.999950006352968e-05
ds16,mc.lm,1e-05,0.38876213514867786,1.9999484369079337e-05
ds16,mc.lm_UNDERB,0.30916296144080524,0.42451025948535004,0.3519572873016108
ds16,mc.lm_UNDERT,0.3204569740241808,0.43209860142795686,0.36268545160724336
ds16,mc.lm_UNDERTPhi,0.31433884484447766,0.43267728491351604,0.3585566570600095
ds16,mc.lm_OVERB,0.29345723625330505,0.41163054055961823,0.33724994074688674
ds16,mc.lm_OVERT,0.2871768815890427,0.4008985846945453,0.3311832673193406
ds16,mc.lm_OVERTPhi,0.2922670488956587,0.40052398695563596,0.33461093554922156
ds16,mc.lm_SMOTEB,0.32417423791605976,0.4379145895717669,0.37035128240303744
ds16,mc.lm_SMOTET,0.31562412092415254,0.42460184236116044,0.35966257466887064
ds16,mc.lm_SMOTETPhi,0.3200673903452407,0.42562628932203883,0.3632352717216464
ds16,mc.svm,0.39046643723163826,0.3958050591842852,0.37217325003897594
ds16,mc.svm_UNDERB,0.3305750290169749,0.4494128972204389,0.37858011427446364
ds16,mc.svm_UNDERT,0.3309138616918014,0.4679082276477506,0.3826920178136472
ds16,mc.svm_UNDERTPhi,0.326163867719706,0.42677166255598264,0.3662292232818
ds16,mc.svm_OVERB,0.3458969146763204,0.419382022507272,0.3774458716964301
ds16,mc.svm_OVERT,0.35476284066931396,0.4148649245564485,0.3809376045237767
ds16,mc.svm_OVERTPhi,0.3541771222832573,0.416462627657904,0.3808089703162689
ds16,mc.svm_SMOTEB,0.3253365379547977,0.4249842203432015,0.3662769109832192
ds16,mc.svm_SMOTET,0.31563549194631835,0.4076461364602757,0.3539596016195179
ds16,mc.svm_SMOTETPhi,0.31939596152576244,0.41210530923650635,0.3578072070847618
ds16,mc.mars,0.19845595360041707,0.39128480575009766,0.19284846082059762
ds16,mc.mars_UNDERB,0.08211825752794859,0.4015207156482059,0.08914442575592853
ds16,mc.mars_UNDERT,0.12457069953428476,0.40210245445202975,0.13196513209719538
ds16,mc.mars_UNDERTPhi,0.12324004655801883,0.3990065185075134,0.13511736018100368
ds16,mc.mars_OVERB,0.31543608348944885,0.41979801488130053,0.35656283667794425
ds16,mc.mars_OVERT,0.3031056469717249,0.4145571783296122,0.3466581671513651
ds16,mc.mars_OVERTPhi,0.29936620006878234,0.414937294250006,0.34416915810620097
ds16,mc.mars_SMOTEB,0.32508144118868,0.44437206293701337,0.37323848175761215
ds16,mc.mars_SMOTET,0.31349719739980975,0.4111342788418688,0.3536982852626834
ds16,mc.mars_SMOTETPhi,0.3121355869777233,0.40487387582605794,0.35080260143621184
ds16,mc.rf,0.017528711792997614,0.3785817476110978,0.019007644290161923
ds16,mc.rf_UNDERB,0.14005645589602764,0.39473994063185047,0.1441746880576167
ds16,mc.rf_UNDERT,0.1721281022799002,0.40187807858864455,0.18458800206374787
ds16,mc.rf_UNDERTPhi,0.18686816965538866,0.3970982146981388,0.2058839627222607
ds16,mc.rf_OVERB,0.15677868345352425,0.38185496534446095,0.1528025976881633
ds16,mc.rf_OVERT,0.18271091377882442,0.378494022896342,0.17510278869049134
ds16,mc.rf_OVERTPhi,0.15631173366302753,0.377459553159113,0.15093185114052501
ds16,mc.rf_SMOTEB,0.40579078223334014,0.42700228228770176,0.3890264574697199
ds16,mc.rf_SMOTET,0.31726307147621247,0.3811307607773763,0.32208348547842136
ds16,mc.rf_SMOTETPhi,0.3180524557000149,0.37986242117464886,0.3331344783425987
ds16,mc.rpart,0.2530628393899197,0.38312811641686606,0.2680901783749699
ds16,mc.rpart_UNDERB,0.3513300092956721,0.41437604460155114,0.3752228403839042
ds16,mc.rpart_UNDERT,0.33745508041038186,0.3905839897849594,0.35656870010769987
ds16,mc.rpart_UNDERTPhi,0.3386436553892277,0.4201825272672528,0.36789496781339426
ds16,mc.rpart_OVERB,0.34898155757779753,0.4044160861816647,0.3723426054606773
ds16,mc.rpart_OVERT,0.359766387643697,0.4127780753480285,0.3809448016597535
ds16,mc.rpart_OVERTPhi,0.34435058843800237,0.40297054442813407,0.36672667154129585
ds16,mc.rpart_SMOTEB,0.34625253178003695,0.4425071637293875,0.38623421901980004
ds16,mc.rpart_SMOTET,0.3371294467734645,0.3914406970603529,0.36002107660095484
ds16,mc.rpart_SMOTETPhi,0.34015361580681436,0.4060031578499644,0.3653409547597557
ds16,mc.arima,1e-05,0.3826832390609978,1.9999476646924925e-05
ds16,mc.BDES,1e-05,0.41159695770094606,1.999951320083307e-05
ds17,mc.lm,1e-05,0.39021281647778105,1.999948721396884e-05
ds17,mc.lm_UNDERB,0.25151699079364426,0.3847340224509695,0.2542812776657395
ds17,mc.lm_UNDERT,0.31336389154746114,0.3811469568077086,0.31289686305896974
ds17,mc.lm_UNDERTPhi,0.34485910789247554,0.3918280873125963,0.34707297192949
ds17,mc.lm_OVERB,0.27407626943432667,0.38800019903314314,0.2755909770842212
ds17,mc.lm_OVERT,0.2179120700824405,0.3934169422486574,0.20975358966241747
ds17,mc.lm_OVERTPhi,0.2434508478197544,0.3951005319776371,0.23340608581671243
ds17,mc.lm_SMOTEB,0.3804287719903995,0.40424646512833234,0.3855891942709567
ds17,mc.lm_SMOTET,0.3577916261101747,0.37982412843166335,0.3660107107245327
ds17,mc.lm_SMOTETPhi,0.3594629431987177,0.3813413029501389,0.36710244308826423
ds17,mc.svm,0.2772784076497835,0.4226487595689728,0.30342912965465646
ds17,mc.svm_UNDERB,0.336937436890689,0.44495730368376235,0.3810765647587987
ds17,mc.svm_UNDERT,0.3455606135350316,0.4459276817572779,0.38717267881047285
ds17,mc.svm_UNDERTPhi,0.33167160659711636,0.4424681635566494,0.37620342715293154
ds17,mc.svm_OVERB,0.3648213419137044,0.4997848992466404,0.41931573410829587
ds17,mc.svm_OVERT,0.38515146947475837,0.5046307564588091,0.43238550868828246
ds17,mc.svm_OVERTPhi,0.3837424953256604,0.5062215364963811,0.432150750648559
ds17,mc.svm_SMOTEB,0.3440184797830386,0.46444225461331823,0.39232277496151136
ds17,mc.svm_SMOTET,0.3298186535728385,0.4102265249940513,0.3623653421549234
ds17,mc.svm_SMOTETPhi,0.3097193951875847,0.43478400103604614,0.35905196835904846
ds17,mc.mars,0.20262835299276766,0.3819380447338795,0.2020769504440094
ds17,mc.mars_UNDERB,0.21063197662564911,0.3760150864714026,0.22047789974309775
ds17,mc.mars_UNDERT,0.2453278971094436,0.36606899471930165,0.253452665394321
ds17,mc.mars_UNDERTPhi,0.1910970503059576,0.39777533451461794,0.20059018208852758
ds17,mc.mars_OVERB,0.3515429424005186,0.409075267813822,0.3737519662985241
ds17,mc.mars_OVERT,0.35781919541517965,0.42565609793779435,0.38520572944641635
ds17,mc.mars_OVERTPhi,0.35774583778579694,0.4119773081378231,0.37880345151788886
ds17,mc.mars_SMOTEB,0.3427439649012936,0.40265176857757223,0.3675836866632972
ds17,mc.mars_SMOTET,0.3272337032481411,0.3732502854044295,0.3459942460518034
ds17,mc.mars_SMOTETPhi,0.3395896528587051,0.402894696700138,0.3664507923266516
ds17,mc.rf,1e-05,0.3981775399243659,1.999949620940856e-05
ds17,mc.rf_UNDERB,0.07248164473009981,0.3997172421479307,0.08783430862711727
ds17,mc.rf_UNDERT,0.08675197606445285,0.3926119218948999,0.10425550769893017
ds17,mc.rf_UNDERTPhi,0.06994600763755111,0.40192998287079745,0.08768227356356077
ds17,mc.rf_OVERB,0.12636649005698533,0.4158584676036358,0.15606628635373515
ds17,mc.rf_OVERT,0.11796716343878845,0.4117550720852372,0.14356655920351286
ds17,mc.rf_OVERTPhi,0.15543752790920862,0.4121901184101583,0.1694751834292505
ds17,mc.rf_SMOTEB,0.3043809512213,0.41521012748349817,0.3425567594649154
ds17,mc.rf_SMOTET,0.24784485031914147,0.39095666586332606,0.2807686005593502
ds17,mc.rf_SMOTETPhi,0.3124661161956279,0.4152722156682037,0.34395293996385495
ds17,mc.rpart,0.41867502521789324,0.4437502382805835,0.41742456292965835
ds17,mc.rpart_UNDERB,0.365205046391631,0.43942367264570953,0.3951227216921474
ds17,mc.rpart_UNDERT,0.3627474960309703,0.4326011300846232,0.38663007103885877
ds17,mc.rpart_UNDERTPhi,0.37671063779132125,0.444873366359541,0.4025976093351946
ds17,mc.rpart_OVERB,0.38203557413142264,0.4276232954450292,0.40165899607133887
ds17,mc.rpart_OVERT,0.3693687588781216,0.434615923356298,0.3971107422183195
ds17,mc.rpart_OVERTPhi,0.3707160483013348,0.4359350450081236,0.39850554851529535
ds17,mc.rpart_SMOTEB,0.36219522150788863,0.4454213327068068,0.39592384396291963
ds17,mc.rpart_SMOTET,0.34546920604171816,0.417741409071723,0.37622256505142593
ds17,mc.rpart_SMOTETPhi,0.35358926741907565,0.4339386235412535,0.3864280746040832
ds17,mc.arima,1e-05,0.3816347967151057,1.9999475910369764e-05
ds17,mc.BDES,1e-05,0.4100783524659206,1.9999511956107027e-05
ds18,mc.lm,1e-05,0.38479377049601127,1.99994784394176e-05
ds18,mc.lm_UNDERB,0.29282795451795784,0.4078713079547138,0.28153607320939256
ds18,mc.lm_UNDERT,0.2397159250152878,0.4053605303719599,0.24109845307233402
ds18,mc.lm_UNDERTPhi,0.28241064784267456,0.4110118887282781,0.2941214408623089
ds18,mc.lm_OVERB,0.28048095190734396,0.4079726924007981,0.2564033782781244
ds18,mc.lm_OVERT,0.31149794865636177,0.42129394732156994,0.2955563995152057
ds18,mc.lm_OVERTPhi,0.30703589993823394,0.42385914218579857,0.31410950428195206
ds18,mc.lm_SMOTEB,0.33698049194486157,0.4168329579902316,0.350118236722499
ds18,mc.lm_SMOTET,0.32751492138193106,0.4212796892247196,0.3536111435254556
ds18,mc.lm_SMOTETPhi,0.2963322072313858,0.4237687279686313,0.3251347297371286
ds18,mc.svm,0.2731212399684553,0.4284758748135691,0.2506230965536509
ds18,mc.svm_UNDERB,0.3135482288830419,0.3611233798958628,0.3334684942241686
ds18,mc.svm_UNDERT,0.3174694348904838,0.3688074450945842,0.33914779168377357
ds18,mc.svm_UNDERTPhi,0.3194537968863157,0.3675746995726124,0.33921406080166294
ds18,mc.svm_OVERB,0.3170331052702495,0.36518550918767956,0.33708433411628663
ds18,mc.svm_OVERT,0.30762382787694337,0.36126524646214553,0.3297032462575711
ds18,mc.svm_OVERTPhi,0.2904474781875136,0.3487304358048231,0.31025601257317736
ds18,mc.svm_SMOTEB,0.303909755531687,0.3473896258574558,0.3204913762016317
ds18,mc.svm_SMOTET,0.30430453393802764,0.3846161381874982,0.3369211506466666
ds18,mc.svm_SMOTETPhi,0.30493511109425775,0.36486715771382555,0.3289399956251511
ds18,mc.mars,0.08739701618545605,0.3839173444089525,0.08675207004410473
ds18,mc.mars_UNDERB,0.09635647267493365,0.39396955552169904,0.10478194598811248
ds18,mc.mars_UNDERT,0.11902320284422498,0.3962586706575008,0.12495987484433431
ds18,mc.mars_UNDERTPhi,0.10577210538771244,0.3908995991644052,0.1112234553442778
ds18,mc.mars_OVERB,0.31634895959812775,0.37716519795859094,0.3299704731230456
ds18,mc.mars_OVERT,0.32996094676206567,0.4057654191489251,0.3562426309189344
ds18,mc.mars_OVERTPhi,0.2996324972207942,0.4014183106632229,0.3320063331588333
ds18,mc.mars_SMOTEB,0.3333859039211298,0.42937885791934677,0.3742615119746684
ds18,mc.mars_SMOTET,0.33111950071448776,0.4269994321084013,0.36965696891751615
ds18,mc.mars_SMOTETPhi,0.3126676475648911,0.41538575225039653,0.35409866318092215
ds18,mc.rf,1e-05,0.3799353962808669,1.9999472819055368e-05
ds18,mc.rf_UNDERB,0.09101982860032223,0.3933807188807437,0.0864464967116522
ds18,mc.rf_UNDERT,0.10545151115001852,0.39033571957542895,0.09186651286267544
ds18,mc.rf_UNDERTPhi,0.11859515458426935,0.3902349114645258,0.10815357464846363
ds18,mc.rf_OVERB,0.09101486958255199,0.387547262612046,0.07748932051905626
ds18,mc.rf_OVERT,0.034453095892357864,0.3747067532225734,0.03445643157418879
ds18,mc.rf_OVERTPhi,0.06831444985457094,0.37641562355146724,0.05557211537956052
ds18,mc.rf_SMOTEB,0.3875345730247491,0.41106419706909697,0.3891949449074431
ds18,mc.rf_SMOTET,0.33948772789523707,0.4215676706841523,0.3456372468889203
ds18,mc.rf_SMOTETPhi,0.33307576279322637,0.4124591949506118,0.3536490346240166
ds18,mc.rpart,0.3445838620196879,0.40051065194524244,0.3557626927714848
ds18,mc.rpart_UNDERB,0.33985104692501095,0.408371646561343,0.3656381695073398
ds18,mc.rpart_UNDERT,0.3291719960587124,0.41629214876108256,0.36302864484186337
ds18,mc.rpart_UNDERTPhi,0.33358989281848056,0.4147631186484109,0.36568662645288386
ds18,mc.rpart_OVERB,0.3403267777313602,0.3983759776955738,0.36487260986660053
ds18,mc.rpart_OVERT,0.3520131952745,0.38266442361302583,0.3647292176604472
ds18,mc.rpart_OVERTPhi,0.36093151003472135,0.3898955329993036,0.3727700132164099
ds18,mc.rpart_SMOTEB,0.3278868059147526,0.40364318507786207,0.3574071860141811
ds18,mc.rpart_SMOTET,0.33847921175299706,0.40689159379355977,0.3649824017725002
ds18,mc.rpart_SMOTETPhi,0.33082272369776594,0.3844441646385427,0.3513110050391888
ds18,mc.arima,1e-05,0.37794920252710995,1.999947044158717e-05
ds18,mc.BDES,1e-05,0.40346801405703603,1.999950289600108e-05
ds19,mc.lm,1e-05,0.3767235000110985,1.999946199756211e-05
ds19,mc.lm_UNDERB,0.3165842090693326,0.4109179602672837,0.3542517612787144
ds19,mc.lm_UNDERT,0.31733823786082543,0.4119066267001032,0.3506399590309223
ds19,mc.lm_UNDERTPhi,0.3153173612889131,0.4022194593937732,0.3450893813529927
ds19,mc.lm_OVERB,0.33186463190248006,0.41136502077410353,0.35952422869109135
ds19,mc.lm_OVERT,0.32975112144366375,0.41211654272740583,0.35800650644591114
ds19,mc.lm_OVERTPhi,0.32831771499521073,0.40856787626046837,0.3547039080304166
ds19,mc.lm_SMOTEB,0.3233952525455608,0.41032235592600164,0.35803607584009095
ds19,mc.lm_SMOTET,0.32333032607372864,0.4186046335090308,0.3613894517859878
ds19,mc.lm_SMOTETPhi,0.32106531565851076,0.4074232043976373,0.3541868025305955
ds19,mc.svm,0.42825364760533846,0.4104304307560773,0.3738933735959883
ds19,mc.svm_UNDERB,0.31492251015344236,0.3611612464736924,0.3296368407726053
ds19,mc.svm_UNDERT,0.32364459174254917,0.370462233534979,0.3406578606186187
ds19,mc.svm_UNDERTPhi,0.3290239033666721,0.3407610142535613,0.3302480552489478
ds19,mc.svm_OVERB,0.3689829774167215,0.36066907245336255,0.35780212980233117
ds19,mc.svm_OVERT,0.34977052710753265,0.37266244836183904,0.35473731371874706
ds19,mc.svm_OVERTPhi,0.33565250470556895,0.37870471662216315,0.34920493214361154
ds19,mc.svm_SMOTEB,0.30678467352323424,0.36795517494766217,0.32734409406034937
ds19,mc.svm_SMOTET,0.30625923919876125,0.37801891130141124,0.3339207769811683
ds19,mc.svm_SMOTETPhi,0.3182244483479815,0.38842253135300536,0.34544771584063916
ds19,mc.mars,0.20811187824491667,0.3730781374476414,0.17245113292072461
ds19,mc.mars_UNDERB,0.10417107307903238,0.38339584809446775,0.12582274249760483
ds19,mc.mars_UNDERT,0.14482382897335433,0.3787772020975117,0.1542819341343914
ds19,mc.mars_UNDERTPhi,0.11884727746177237,0.3649337684974671,0.13551821321107424
ds19,mc.mars_OVERB,0.29510019835285617,0.3789595748511579,0.32426710714257145
ds19,mc.mars_OVERT,0.31900087013139805,0.36853942257615424,0.33368637580990534
ds19,mc.mars_OVERTPhi,0.3134057426856132,0.3643059685482422,0.32557988393599624
ds19,mc.mars_SMOTEB,0.2970398377377678,0.35808557007004865,0.3215605958795639
ds19,mc.mars_SMOTET,0.31149016995437045,0.37652928856226225,0.3386581501874607
ds19,mc.mars_SMOTETPhi,0.30292648261570365,0.353404694829314,0.32247381584253043
ds19,mc.rf,0.01944237386382819,0.36481019102872453,0.022985217769331937
ds19,mc.rf_UNDERB,0.07725220536170041,0.35508923217184135,0.07512564339848933
ds19,mc.rf_UNDERT,0.07332869471781459,0.36321465641020334,0.07527549881216931
ds19,mc.rf_UNDERTPhi,0.12352883518803694,0.35914963540530154,0.12455661509026882
ds19,mc.rf_OVERB,0.05362422370135187,0.3628947925761804,0.053786906276952456
ds19,mc.rf_OVERT,0.027707271552269274,0.3584289051885803,0.030689193380928376
ds19,mc.rf_OVERTPhi,0.040754847248005585,0.35818417782810785,0.04431906456739218
ds19,mc.rf_SMOTEB,0.32720764189251633,0.36365492834332636,0.3316372849491944
ds19,mc.rf_SMOTET,0.2648328110667218,0.34464037090175403,0.27804565120307423
ds19,mc.rf_SMOTETPhi,0.26432082200399076,0.33145752582125687,0.28036027175323014
ds19,mc.rpart,0.3137348901674654,0.37859990155087564,0.32636739700900114
ds19,mc.rpart_UNDERB,0.3251095387712942,0.3653121290028156,0.3374105300251076
ds19,mc.rpart_UNDERT,0.3204037830543098,0.3625706969384699,0.33577591347868446
ds19,mc.rpart_UNDERTPhi,0.33196216139869095,0.3579235261759985,0.3377396116278064
ds19,mc.rpart_OVERB,0.3304665470563489,0.3809668609947034,0.3516929213309056
ds19,mc.rpart_OVERT,0.33738252952264003,0.36144991786328357,0.34577677617230296
ds19,mc.rpart_OVERTPhi,0.34340074613641947,0.37914536970128365,0.3564346013210382
ds19,mc.rpart_SMOTEB,0.3273624928580858,0.3860043165610503,0.3473004761749092
ds19,mc.rpart_SMOTET,0.3232217546198926,0.34051586372387044,0.32793401118516124
ds19,mc.rpart_SMOTETPhi,0.31837638682485386,0.33692922767177513,0.32204496967087487
ds19,mc.arima,1e-05,0.3704193343447468,1.9999454417297156e-05
ds19,mc.BDES,1e-05,0.38943010909675996,1.9999477343403292e-05
ds2,mc.lm,1e-05,0.5104228638161692,1.9999607734018298e-05
ds2,mc.lm_UNDERB,0.5153841088144759,0.6983569185334406,0.591201018428627
ds2,mc.lm_UNDERT,0.5147409549172292,0.6968658898212542,0.5902720281285082
ds2,mc.lm_UNDERTPhi,0.5102555301019981,0.7069976293828079,0.5910131657044264
ds2,mc.lm_OVERB,0.5359923681502557,0.6862624235375716,0.6012348561967382
ds2,mc.lm_OVERT,0.5231849022155222,0.669509672017236,0.5868057213155248
ds2,mc.lm_OVERTPhi,0.5242019643162564,0.6713923647500464,0.5880127328438639
ds2,mc.lm_SMOTEB,0.4753664635557249,0.7173375089977827,0.5711167346348222
ds2,mc.lm_SMOTET,0.4706345488045363,0.6888923424963223,0.5585401829285301
ds2,mc.lm_SMOTETPhi,0.47054037457157155,0.6943419102449775,0.5602890551655437
ds2,mc.svm,0.19838125406531593,0.485895477214185,0.1995205317426553
ds2,mc.svm_UNDERB,0.38619128232725786,0.6304120002411326,0.4780465502549682
ds2,mc.svm_UNDERT,0.38878013858626603,0.6232683151355406,0.4780539112632512
ds2,mc.svm_UNDERTPhi,0.40040635990184675,0.6585334563155029,0.49687936920627496
ds2,mc.svm_OVERB,0.4462209279705283,0.5872008991571654,0.5041184619835533
ds2,mc.svm_OVERT,0.41790111942476055,0.5766973473379962,0.48161141933504154
ds2,mc.svm_OVERTPhi,0.4204716999495981,0.5764215008086913,0.482763111737714
ds2,mc.svm_SMOTEB,0.38821730317826775,0.6223231094819943,0.4771717336965625
ds2,mc.svm_SMOTET,0.4107344902766965,0.6358880270856796,0.49706617414398946
ds2,mc.svm_SMOTETPhi,0.3974643595414644,0.663841563020489,0.4953900084867742
ds2,mc.mars,0.11544353673924633,0.47884919251286895,0.12664655059851357
ds2,mc.mars_UNDERB,0.4727377989310321,0.5931836174648241,0.5173144888642829
ds2,mc.mars_UNDERT,0.4658790085827349,0.590472493937693,0.5081564860536341
ds2,mc.mars_UNDERTPhi,0.43872149083396095,0.5952971259427072,0.488097187656248
ds2,mc.mars_OVERB,0.43320721073196217,0.5961600666388456,0.49978120624666117
ds2,mc.mars_OVERT,0.44011408710441147,0.5867851911018096,0.5011232030655267
ds2,mc.mars_OVERTPhi,0.4504137612050285,0.589368249376733,0.5091309301878416
ds2,mc.mars_SMOTEB,0.39931396788968926,0.6371085567347682,0.4891056784186223
ds2,mc.mars_SMOTET,0.4092325006837382,0.6268705009545694,0.49396429534525943
ds2,mc.mars_SMOTETPhi,0.41112464349113653,0.6443435165126461,0.5005751313667289
ds2,mc.rf,1e-05,0.4521762990440367,1.9999556959736814e-05
ds2,mc.rf_UNDERB,0.27311263485197657,0.5429472051453224,0.2913929404725362
ds2,mc.rf_UNDERT,0.28968881079044245,0.5416514229153142,0.3197498644375354
ds2,mc.rf_UNDERTPhi,0.3096795455073956,0.5446782057332583,0.33726885526387057
ds2,mc.rf_OVERB,0.2253112631891121,0.4487426816260009,0.23741816371518915
ds2,mc.rf_OVERT,0.19253429236331115,0.4695507339830346,0.18783294671615272
ds2,mc.rf_OVERTPhi,0.15368276693269065,0.4677981413884774,0.16137065420246519
ds2,mc.rf_SMOTEB,0.445398195196683,0.5492829331770888,0.4888104103433026
ds2,mc.rf_SMOTET,0.45400751815413537,0.5716133543412699,0.503466264193596
ds2,mc.rf_SMOTETPhi,0.45639212510116844,0.5800810494532215,0.5056406528837898
ds2,mc.rpart,0.4509364479615606,0.49454217873845735,0.4588325717206124
ds2,mc.rpart_UNDERB,0.36702431439129507,0.5660361669944411,0.4422730535630452
ds2,mc.rpart_UNDERT,0.3549470844152253,0.5558656259280471,0.43086276574616633
ds2,mc.rpart_UNDERTPhi,0.3614142864770474,0.5645976084831377,0.43714297454018514
ds2,mc.rpart_OVERB,0.3943807835206645,0.44946957985891456,0.4180059460495275
ds2,mc.rpart_OVERT,0.39884461693252754,0.48088482210697314,0.43426282662821925
ds2,mc.rpart_OVERTPhi,0.40504253269169266,0.4838995198049549,0.4395461906384827
ds2,mc.rpart_SMOTEB,0.3765347402835971,0.5377457261868802,0.4409044154836848
ds2,mc.rpart_SMOTET,0.3791207318479578,0.5785157252622417,0.4549345114140433
ds2,mc.rpart_SMOTETPhi,0.37386057355658686,0.5789840721428415,0.45098398201622664
ds2,mc.arima,1e-05,0.5267517272696709,1.9999619830171807e-05
ds2,mc.BDES,1e-05,0.47743484835795785,1.999958087508873e-05
ds20,mc.lm,1e-05,0.36685899688354007,1.9999453617435856e-05
ds20,mc.lm_UNDERB,0.3808117800816212,0.36163826855789616,0.3640713293710325
ds20,mc.lm_UNDERT,0.37214875589008445,0.3589188891390671,0.3557529825311926
ds20,mc.lm_UNDERTPhi,0.36576047224866687,0.3508601551752449,0.3508241768897302
ds20,mc.lm_OVERB,0.33237607874159847,0.3614543753576782,0.33635236170907457
ds20,mc.lm_OVERT,0.29328714637837394,0.3510402386345963,0.308242288641854
ds20,mc.lm_OVERTPhi,0.2906261912166768,0.352202460574314,0.30928887839135255
ds20,mc.lm_SMOTEB,0.3676708768144117,0.3485297400021091,0.3553600685970458
ds20,mc.lm_SMOTET,0.34658298499258633,0.37826308474586523,0.3589927879111384
ds20,mc.lm_SMOTETPhi,0.34843818135561,0.35914305431135035,0.34983974325899075
ds20,mc.svm,0.2235134799419939,0.3599688880040005,0.1975738108667717
ds20,mc.svm_UNDERB,0.32502950896614025,0.31800702498171907,0.3137296929933535
ds20,mc.svm_UNDERT,0.31967384594899206,0.28754674689136356,0.2823854064300361
ds20,mc.svm_UNDERTPhi,0.3257776901250621,0.34079962526087426,0.31361168704599934
ds20,mc.svm_OVERB,0.36442110315985743,0.30514448371871117,0.32791156003554106
ds20,mc.svm_OVERT,0.3470853871290345,0.30898793791667895,0.3165508438340602
ds20,mc.svm_OVERTPhi,0.3656309609181595,0.3089597803439336,0.3287309931005495
ds20,mc.svm_SMOTEB,0.316565545531691,0.31324938493712035,0.3048942713539676
ds20,mc.svm_SMOTET,0.3137617999481152,0.3486994087613871,0.3228945038526394
ds20,mc.svm_SMOTETPhi,0.322389749806186,0.39415554874159453,0.3443243081074499
ds20,mc.mars,0.21271894122645285,0.3735655610318245,0.20807129326515736
ds20,mc.mars_UNDERB,0.04324488793033257,0.3603097057228912,0.04752368839348043
ds20,mc.mars_UNDERT,0.05698665924158744,0.3641823548448276,0.058912903157160405
ds20,mc.mars_UNDERTPhi,0.05714398917968859,0.3635996479753441,0.06207937743593273
ds20,mc.mars_OVERB,0.34921951179764404,0.3782670694357762,0.3550857444571689
ds20,mc.mars_OVERT,0.3637452436828951,0.35930556445537687,0.3535260914063509
