task,model,prec,rec,F1
ds15,mc.lm_UNDERB,0.29681818147686007,0.3870413542180058,0.3113437994914343
ds15,mc.lm_UNDERT,0.32089304002781627,0.3808016113742152,0.33225577608483775
ds15,mc.lm_UNDERTPhi,0.3511255193492011,0.3851518678787132,0.3564542172488926
ds15,mc.lm_OVERB,0.2512180822059475,0.39009654043820646,0.2786915034838114
ds15,mc.lm_OVERT,0.2262677710973233,0.39916086265535944,0.2417676770091303
ds15,mc.lm_OVERTPhi,0.21255418925732544,0.39707585300711506,0.22386947983209896
ds15,mc.lm_SMOTEB,0.34035065283192467,0.384709706520111,0.3557801627174775
ds15,mc.lm_SMOTET,0.32845451771066775,0.37439448175404555,0.34594138747500497
ds15,mc.lm_SMOTETPhi,0.33584150020944287,0.3815240345219326,0.3539728860570318
ds15,mc.svm,0.24400547947383086,0.4028194917731763,0.22189357037820176
ds15,mc.svm_UNDERB,0.3262700257931318,0.3340734764946551,0.324144608581175
