workflow,model_family,strategy,variant_index,cost,gamma,un,ov,prec,rec,F1
mc.svm_SMOTEB48,svm,SMOTEB,48.0,300.0,0.001,0.1,3.0,0.469430321484178,0.517156377024731,0.491999114674926
mc.svm_SMOTEB49,svm,SMOTEB,49.0,10.0,0.01,0.2,3.0,0.467789719703537,0.523199018181763,0.492695384586632
mc.svm_SMOTEB50,svm,SMOTEB,50.0,150.0,0.01,0.2,3.0,0.424178671173364,0.532489359618804,0.468621622658657
mc.svm_SMOTEB51,svm,SMOTEB,51.0,300.0,0.01,0.2,3.0,0.3959243149076,0.52696303441599,0.440186525027094
mc.svm_SMOTEB52,svm,SMOTEB,52.0,10.0,0.001,0.2,3.0,0.504625345105511,0.471507782757914,0.484682806109076
mc.svm_SMOTEB53,svm,SMOTEB,53.0,150.0,0.001,0.2,3.0,0.462196788661351,0.506455641176161,0.486010434770222
mc.svm_SMOTEB54,svm,SMOTEB,54.0,300.0,0.001,0.2,3.0,0.473479695256581,0.516669334004284,0.497975756913819
mc.svm_SMOTEB55,svm,SMOTEB,55.0,10.0,0.01,0.4,3.0,0.482808785777615,0.5104787576586,0.485553889330283
mc.svm_SMOTEB56,svm,SMOTEB,56.0,150.0,0.01,0.4,3.0,0.426804205178323,0.520074503655504,0.463028086011438
mc.svm_SMOTEB57,svm,SMOTEB,57.0,300.0,0.01,0.4,3.0,0.414142151096666,0.521096820205426,0.451304798229951
mc.svm_SMOTEB58,svm,SMOTEB,58.0,10.0,0.001,0.4,3.0,0.528916263471894,0.474341667730591,0.496894357974005
mc.svm_SMOTEB59,svm,SMOTEB,59.0,150.0,0.001,0.4,3.0,0.497152445092009,0.50298270596114,0.502134215756206
mc.svm_SMOTEB60,svm,SMOTEB,60.0,300.0,0.001,0.4,3.0,0.498560492524276,0.508780908867507,0.504946261428981
mc.svm_SMOTEB61,svm,SMOTEB,61.0,10.0,0.01,0.6,3.0,0.4926561193469,0.49735557540158,0.490153736676062
mc.svm_SMOTEB62,svm,SMOTEB,62.0,150.0,0.01,0.6,3.0,0.42132393827622,0.497921285593616,0.44968697444564
mc.svm_SMOTEB63,svm,SMOTEB,63.0,300.0,0.01,0.6,3.0,0.413396770477826,0.501123973342761,0.457877490720703
mc.svm_SMOTEB64,svm,SMOTEB,64.0,10.0,0.001,0.6,3.0,0.602376016893914,0.465037811581028,0.517575193340294
mc.svm_SMOTEB65,svm,SMOTEB,65.0,150.0,0.001,0.6,3.0,0.532152287069884,0.494120143023756,0.508652802148808
mc.svm_SMOTEB66,svm,SMOTEB,66.0,300.0,0.001,0.6,3.0,0.53230326449673,0.497967507432145,0.505122849644888
mc.svm_SMOTEB67,svm,SMOTEB,67.0,10.0,0.01,0.8,3.0,0.485779545861459,0.486691139820071,0.495099612029592
mc.svm_SMOTEB68,svm,SMOTEB,68.0,150.0,0.01,0.8,3.0,0.450200350249323,0.496500151907028,0.469226268358324
mc.svm_SMOTEB69,svm,SMOTEB,69.0,300.0,0.01,0.8,3.0,0.441367080595347,0.498252761914987,0.467129971466191
mc.svm_SMOTEB70,svm,SMOTEB,70.0,10.0,0.001,0.8,3.0,0.479288390788243,0.450779989466767,0.508165363891161
mc.svm_SMOTEB71,svm,SMOTEB,71.0,150.0,0.001,0.8,3.0,0.556864741998332,0.473790705462431,0.510767735807064
mc.svm_SMOTEB72,svm,SMOTEB,72.0,300.0,0.001,0.8,3.0,0.554372448851023,0.479112948374244,0.513813545315179
mc.svm_SMOTEB73,svm,SMOTEB,73.0,10.0,0.01,0.05,5.0,0.44011482014077,0.552377787526504,0.480015548529437
mc.svm_SMOTEB74,svm,SMOTEB,74.0,150.0,0.01,0.05,5.0,0.374061397897613,0.502802374124959,0.43687517642374
mc.svm_SMOTEB75,svm,SMOTEB,75.0,300.0,0.01,0.05,5.0,0.359782276440721,0.500676620460472,0.432685027579256
mc.svm_SMOTEB76,svm,SMOTEB,76.0,10.0,0.001,0.05,5.0,0.460383748202961,0.474639312044552,0.463896849249804
mc.svm_SMOTEB77,svm,SMOTEB,77.0,150.0,0.001,0.05,5.0,0.443031717881217,0.528865816974698,0.485046654696589
mc.svm_SMOTEB78,svm,SMOTEB,78.0,300.0,0.001,0.05,5.0,0.437685423927197,0.541711497136926,0.492068476112571
mc.svm_SMOTEB79,svm,SMOTEB,79.0,10.0,0.01,0.1,5.0,0.451822323252685,0.544469669346844,0.494248715396861
mc.svm_SMOTEB80,svm,SMOTEB,80.0,150.0,0.01,0.1,5.0,0.386325562374448,0.511096277018064,0.442219470827499
mc.svm_SMOTEB81,svm,SMOTEB,81.0,300.0,0.01,0.1,5.0,0.374192595125735,0.508372583693572,0.434722814761061
mc.svm_SMOTEB82,svm,SMOTEB,82.0,10.0,0.001,0.1,5.0,0.452303651564397,0.475361118556171,0.459387209949949
mc.svm_SMOTEB83,svm,SMOTEB,83.0,150.0,0.001,0.1,5.0,0.462298940124625,0.516387586654767,0.483156883940433
mc.svm_SMOTEB84,svm,SMOTEB,84.0,300.0,0.001,0.1,5.0,0.464049696219304,0.530686587259183,0.489847307426315
mc.svm_SMOTEB85,svm,SMOTEB,85.0,10.0,0.01,0.2,5.0,0.454691732385128,0.544458025004439,0.494446124245505
mc.svm_SMOTEB86,svm,SMOTEB,86.0,150.0,0.01,0.2,5.0,0.400558761477078,0.521327347383451,0.452733116526132
mc.svm_SMOTEB87,svm,SMOTEB,87.0,300.0,0.01,0.2,5.0,0.387901876831381,0.512669717690285,0.441126142032856
mc.svm_SMOTEB88,svm,SMOTEB,88.0,10.0,0.001,0.2,5.0,0.465771504302884,0.47681259935939,0.472861548194931
mc.svm_SMOTEB89,svm,SMOTEB,89.0,150.0,0.001,0.2,5.0,0.467291794348269,0.518400146907819,0.496325865594424
mc.svm_SMOTEB90,svm,SMOTEB,90.0,300.0,0.001,0.2,5.0,0.465763589437086,0.530253366535966,0.498958597150756
mc.svm_SMOTEB91,svm,SMOTEB,91.0,10.0,0.01,0.4,5.0,0.466969161759169,0.522263328461178,0.495063685436361
mc.svm_SMOTEB92,svm,SMOTEB,92.0,150.0,0.01,0.4,5.0,0.427882011041867,0.509872324644718,0.476426261711587
mc.svm_SMOTEB93,svm,SMOTEB,93.0,300.0,0.01,0.4,5.0,0.396613405018078,0.511987931220418,0.462258463690802
mc.svm_SMOTEB94,svm,SMOTEB,94.0,10.0,0.001,0.4,5.0,0.49226958452449,0.474304435421426,0.471415810563337
mc.svm_SMOTEB95,svm,SMOTEB,95.0,150.0,0.001,0.4,5.0,0.474456343734326,0.503864259482679,0.483060916768455
mc.svm_SMOTEB96,svm,SMOTEB,96.0,300.0,0.001,0.4,5.0,0.480365977166986,0.513458494203103,0.503168217309249
mc.svm_SMOTEB97,svm,SMOTEB,97.0,10.0,0.01,0.6,5.0,0.470883966475468,0.510356774435023,0.484235208501637
mc.svm_SMOTEB98,svm,SMOTEB,98.0,150.0,0.01,0.6,5.0,0.417793264287908,0.509364030863042,0.457780711198357
mc.svm_SMOTEB99,svm,SMOTEB,99.0,300.0,0.01,0.6,5.0,0.401352075107714,0.50842478005373,0.444055490064382
mc.svm_SMOTEB100,svm,SMOTEB,100.0,10.0,0.001,0.6,5.0,0.506055128532878,0.47163378784882,0.480543512256995
mc.svm_SMOTEB101,svm,SMOTEB,101.0,150.0,0.001,0.6,5.0,0.48821443845655,0.499757204009983,0.49312181288637
mc.svm_SMOTEB102,svm,SMOTEB,102.0,300.0,0.001,0.6,5.0,0.4827675701027,0.505706259847688,0.489561904285127
mc.svm_SMOTEB103,svm,SMOTEB,103.0,10.0,0.01,0.8,5.0,0.481320530352485,0.497906070929807,0.48336708145909
mc.svm_SMOTEB104,svm,SMOTEB,104.0,150.0,0.01,0.8,5.0,0.404735663777716,0.504457093292558,0.433638733384753
mc.svm_SMOTEB105,svm,SMOTEB,105.0,300.0,0.01,0.8,5.0,0.394188254471471,0.502413951876997,0.439647589101343
mc.svm_SMOTEB106,svm,SMOTEB,106.0,10.0,0.001,0.8,5.0,0.537331352714454,0.469163599150792,0.501790173040006
mc.svm_SMOTEB107,svm,SMOTEB,107.0,150.0,0.001,0.8,5.0,0.491459311299345,0.493943880202671,0.49964016170384
mc.svm_SMOTEB108,svm,SMOTEB,108.0,300.0,0.001,0.8,5.0,0.497690484257982,0.49790698875872,0.492034101404779
mc.svm_SMOTEB109,svm,SMOTEB,109.0,10.0,0.01,0.05,10.0,0.419461423681667,0.562388403367735,0.474458094793182
mc.svm_SMOTEB110,svm,SMOTEB,110.0,150.0,0.01,0.05,10.0,0.363936120535169,0.534709568772307,0.438282982265365
mc.svm_SMOTEB111,svm,SMOTEB,111.0,300.0,0.01,0.05,10.0,0.357300277663728,0.535307398733526,0.438947801256921
mc.svm_SMOTEB112,svm,SMOTEB,112.0,10.0,0.001,0.05,10.0,0.444815731804041,0.48888630925219,0.460952018589484
mc.svm_SMOTEB113,svm,SMOTEB,113.0,150.0,0.001,0.05,10.0,0.431348822314717,0.540237425505682,0.478775428411984
mc.svm_SMOTEB114,svm,SMOTEB,114.0,300.0,0.001,0.05,10.0,0.4233482869373,0.551731396153923,0.481478012756665
mc.svm_SMOTEB115,svm,SMOTEB,115.0,10.0,0.01,0.1,10.0,0.43053166260206,0.54134946169097,0.481334206214798
mc.svm_SMOTEB116,svm,SMOTEB,116.0,150.0,0.01,0.1,10.0,0.368613746146666,0.534349660032158,0.434213105501063
mc.svm_SMOTEB117,svm,SMOTEB,117.0,300.0,0.01,0.1,10.0,0.366225444576862,0.531961619767174,0.43156831532927
mc.svm_SMOTEB118,svm,SMOTEB,118.0,10.0,0.001,0.1,10.0,0.446102191075288,0.480455990791712,0.464926670135272
mc.svm_SMOTEB119,svm,SMOTEB,119.0,150.0,0.001,0.1,10.0,0.435125906411936,0.531233732095382,0.479401087886315
mc.svm_SMOTEB120,svm,SMOTEB,120.0,300.0,0.001,0.1,10.0,0.427857686526723,0.545440707909645,0.482698171459556
mc.svm_SMOTEB121,svm,SMOTEB,121.0,10.0,0.01,0.2,10.0,0.44888551930601,0.561960245567112,0.497561487776556
mc.svm_SMOTEB122,svm,SMOTEB,122.0,150.0,0.01,0.2,10.0,0.385475814032147,0.512505572882522,0.436071846803639
mc.svm_SMOTEB123,svm,SMOTEB,123.0,300.0,0.01,0.2,10.0,0.375176278948841,0.509498609309071,0.424633892973527
mc.svm_SMOTEB124,svm,SMOTEB,124.0,10.0,0.001,0.2,10.0,0.455372610976112,0.484166114857702,0.467178798802249
mc.svm_SMOTEB125,svm,SMOTEB,125.0,150.0,0.001,0.2,10.0,0.462629750555628,0.532912266710555,0.494008375896674
mc.svm_SMOTEB126,svm,SMOTEB,126.0,300.0,0.001,0.2,10.0,0.455956612421032,0.54661328366655,0.503988697199371
mc.svm_SMOTEB127,svm,SMOTEB,127.0,10.0,0.01,0.4,10.0,0.454992387222493,0.53304925692033,0.49017765330624
mc.svm_SMOTEB128,svm,SMOTEB,128.0,150.0,0.01,0.4,10.0,0.401044745607956,0.515386356028882,0.450365295421812
mc.svm_SMOTEB129,svm,SMOTEB,129.0,300.0,0.01,0.4,10.0,0.398591565357459,0.519453478109628,0.44385164128851
mc.svm_SMOTEB130,svm,SMOTEB,130.0,10.0,0.001,0.4,10.0,0.474025642992998,0.477695391287336,0.47783501029915
mc.svm_SMOTEB131,svm,SMOTEB,131.0,150.0,0.001,0.4,10.0,0.46399190034153,0.514306062054366,0.492498897272055
mc.svm_SMOTEB132,svm,SMOTEB,132.0,300.0,0.001,0.4,10.0,0.46274943861946,0.524582690692581,0.492073325974263
mc.svm_SMOTEB133,svm,SMOTEB,133.0,10.0,0.01,0.6,10.0,0.454076683666981,0.533087785963104,0.487470646710554
mc.svm_SMOTEB134,svm,SMOTEB,134.0,150.0,0.01,0.6,10.0,0.404571732072616,0.499967964661082,0.443044192774769
mc.svm_SMOTEB135,svm,SMOTEB,135.0,300.0,0.01,0.6,10.0,0.39666793999524,0.496444026889036,0.442858742092678
mc.svm_SMOTEB136,svm,SMOTEB,136.0,10.0,0.001,0.6,10.0,0.477218964091833,0.484309084782238,0.478300555746525
mc.svm_SMOTEB137,svm,SMOTEB,137.0,150.0,0.001,0.6,10.0,0.471329642237197,0.518534373346543,0.4994725434086
mc.svm_SMOTEB138,svm,SMOTEB,138.0,300.0,0.001,0.6,10.0,0.473277677176843,0.524423205611762,0.494907681922792
mc.svm_SMOTEB139,svm,SMOTEB,139.0,10.0,0.01,0.8,10.0,0.463635837638468,0.525440958959226,0.489787419810602
mc.svm_SMOTEB140,svm,SMOTEB,140.0,150.0,0.01,0.8,10.0,0.425601666628126,0.52588596599407,0.482748088171966
mc.svm_SMOTEB141,svm,SMOTEB,141.0,300.0,0.01,0.8,10.0,0.411837228262997,0.523851190041918,0.466479758285169
mc.svm_SMOTEB142,svm,SMOTEB,142.0,10.0,0.001,0.8,10.0,0.491044884657704,0.484482192866671,0.48009914092533
mc.svm_SMOTEB143,svm,SMOTEB,143.0,150.0,0.001,0.8,10.0,0.477598138245753,0.517124478494578,0.497535802787055
mc.svm_SMOTEB144,svm,SMOTEB,144.0,300.0,0.001,0.8,10.0,0.466235456944907,0.522086879335264,0.494906585325787
mc.svm_SMOTET1,svm,SMOTET,1.0,10.0,0.01,0.05,2.0,0.467780083354675,0.54023757026346,0.502636636975209
mc.svm_SMOTET2,svm,SMOTET,2.0,150.0,0.01,0.05,2.0,0.414527944954433,0.552356688056046,0.466615077084334
mc.svm_SMOTET3,svm,SMOTET,3.0,300.0,0.01,0.05,2.0,0.392622616940376,0.532534380271633,0.454503606235964
mc.svm_SMOTET4,svm,SMOTET,4.0,10.0,0.001,0.05,2.0,0.481046732560556,0.478632735501887,0.475301307183773
mc.svm_SMOTET5,svm,SMOTET,5.0,150.0,0.001,0.05,2.0,0.460466223777693,0.525786201819511,0.488737210411118
mc.svm_SMOTET6,svm,SMOTET,6.0,300.0,0.001,0.05,2.0,0.460502233991431,0.539081685114215,0.497221111137183
mc.svm_SMOTET7,svm,SMOTET,7.0,10.0,0.01,0.1,2.0,0.460651734253548,0.533487035235012,0.492262953372555
mc.svm_SMOTET8,svm,SMOTET,8.0,150.0,0.01,0.1,2.0,0.422408540876624,0.540836375428386,0.464636139920967
mc.svm_SMOTET9,svm,SMOTET,9.0,300.0,0.01,0.1,2.0,0.39480065882662,0.524343592362651,0.441053447781704
mc.svm_SMOTET10,svm,SMOTET,10.0,10.0,0.001,0.1,2.0,0.487141946915854,0.476673137833379,0.47836445143119
mc.svm_SMOTET11,svm,SMOTET,11.0,150.0,0.001,0.1,2.0,0.468483717514211,0.524317188238579,0.48789584662576
mc.svm_SMOTET12,svm,SMOTET,12.0,300.0,0.001,0.1,2.0,0.460369646373227,0.534479767053445,0.491134926131399
mc.svm_SMOTET13,svm,SMOTET,13.0,10.0,0.01,0.2,2.0,0.484451951771862,0.520116922268164,0.503472955231677
mc.svm_SMOTET14,svm,SMOTET,14.0,150.0,0.01,0.2,2.0,0.449467339867682,0.550139709742616,0.501862040213568
mc.svm_SMOTET15,svm,SMOTET,15.0,300.0,0.01,0.2,2.0,0.433095543803805,0.539072015790663,0.481990505977606
mc.svm_SMOTET16,svm,SMOTET,16.0,10.0,0.001,0.2,2.0,0.437123747649563,0.470599980951596,0.482925370492965
mc.svm_SMOTET17,svm,SMOTET,17.0,150.0,0.001,0.2,2.0,0.486726791724405,0.503944157539011,0.491144238465245
mc.svm_SMOTET18,svm,SMOTET,18.0,300.0,0.001,0.2,2.0,0.487183111318454,0.51081608410448,0.500375723668638
mc.svm_SMOTET19,svm,SMOTET,19.0,10.0,0.01,0.4,2.0,0.50744208684241,0.508800837797448,0.509022736990883
mc.svm_SMOTET20,svm,SMOTET,20.0,150.0,0.01,0.4,2.0,0.494201820228565,0.518438294355667,0.502571776089937
mc.svm_SMOTET21,svm,SMOTET,21.0,300.0,0.01,0.4,2.0,0.489924050738258,0.518976626670161,0.50062420007145
mc.svm_SMOTET22,svm,SMOTET,22.0,10.0,0.001,0.4,2.0,0.575577914270992,0.468649778165726,0.517657248814902
mc.svm_SMOTET23,svm,SMOTET,23.0,150.0,0.001,0.4,2.0,0.516021023721062,0.503117003463436,0.498042491376255
mc.svm_SMOTET24,svm,SMOTET,24.0,300.0,0.001,0.4,2.0,0.517531830289422,0.507089899849419,0.507675355725998
mc.svm_SMOTET25,svm,SMOTET,25.0,10.0,0.01,0.6,2.0,0.538169904641011,0.494484968384385,0.517889980955391
mc.svm_SMOTET26,svm,SMOTET,26.0,150.0,0.01,0.6,2.0,0.486094476613123,0.517552828912134,0.500226431400367
mc.svm_SMOTET27,svm,SMOTET,27.0,300.0,0.01,0.6,2.0,0.465178405595256,0.523631815693967,0.496024887042396
mc.svm_SMOTET28,svm,SMOTET,28.0,10.0,0.001,0.6,2.0,0.210516272988241,0.456186834847109,1.99995487718698e-05
mc.svm_SMOTET29,svm,SMOTET,29.0,150.0,0.001,0.6,2.0,0.507374222897236,0.489046357733099,0.514502369582465
mc.svm_SMOTET30,svm,SMOTET,30.0,300.0,0.001,0.6,2.0,0.508891247584469,0.491199779682797,0.51643796541349
mc.svm_SMOTET31,svm,SMOTET,31.0,10.0,0.01,0.8,2.0,0.383747947941297,0.491236614666978,0.492991645256248
mc.svm_SMOTET32,svm,SMOTET,32.0,150.0,0.01,0.8,2.0,0.438453205382108,0.509796997071844,0.471891875674325
mc.svm_SMOTET33,svm,SMOTET,33.0,300.0,0.01,0.8,2.0,0.440564694820637,0.515568485002786,0.479029378090293
mc.svm_SMOTET34,svm,SMOTET,34.0,10.0,0.001,0.8,2.0,0.186129283667216,0.449740022506835,1.99995525649291e-05
mc.svm_SMOTET35,svm,SMOTET,35.0,150.0,0.001,0.8,2.0,0.420479480466414,0.481004059254367,0.528172938654757
mc.svm_SMOTET36,svm,SMOTET,36.0,300.0,0.001,0.8,2.0,0.557076136668452,0.484725756498933,0.549674787883479
mc.svm_SMOTET37,svm,SMOTET,37.0,10.0,0.01,0.05,3.0,0.448452473216755,0.547804354137114,0.4937676860622
mc.svm_SMOTET38,svm,SMOTET,38.0,150.0,0.01,0.05,3.0,0.40667343055664,0.533318023894953,0.465916876366577
mc.svm_SMOTET39,svm,SMOTET,39.0,300.0,0.01,0.05,3.0,0.381272585090666,0.512263524251738,0.440799534853891
mc.svm_SMOTET40,svm,SMOTET,40.0,10.0,0.001,0.05,3.0,0.484435225354525,0.487332684689049,0.475074410941922
mc.svm_SMOTET41,svm,SMOTET,41.0,150.0,0.001,0.05,3.0,0.456895206819322,0.540190648694915,0.492243707145611
mc.svm_SMOTET42,svm,SMOTET,42.0,300.0,0.001,0.05,3.0,0.452034810603765,0.551052003582869,0.500140058935598
mc.svm_SMOTET43,svm,SMOTET,43.0,10.0,0.01,0.1,3.0,0.463495846712432,0.550192020695011,0.508171430070971
mc.svm_SMOTET44,svm,SMOTET,44.0,150.0,0.01,0.1,3.0,0.43622073582644,0.553539141057964,0.484665562184172
mc.svm_SMOTET45,svm,SMOTET,45.0,300.0,0.01,0.1,3.0,0.404055340720702,0.533018060856786,0.452353509612195
mc.svm_SMOTET46,svm,SMOTET,46.0,10.0,0.001,0.1,3.0,0.477147655813708,0.486205802074684,0.474764973956601
mc.svm_SMOTET47,svm,SMOTET,47.0,150.0,0.001,0.1,3.0,0.454997300143742,0.536606166692393,0.490993792872734
mc.svm_SMOTET48,svm,SMOTET,48.0,300.0,0.001,0.1,3.0,0.457758372225342,0.549156558993309,0.498457073988185
mc.svm_SMOTET49,svm,SMOTET,49.0,10.0,0.01,0.2,3.0,0.477924422792984,0.531714330907486,0.499484499096301
mc.svm_SMOTET50,svm,SMOTET,50.0,150.0,0.01,0.2,3.0,0.436995721114815,0.540385811096885,0.47731591102173
mc.svm_SMOTET51,svm,SMOTET,51.0,300.0,0.01,0.2,3.0,0.414186726260206,0.537448555109696,0.459546832139682
mc.svm_SMOTET52,svm,SMOTET,52.0,10.0,0.001,0.2,3.0,0.484861602774049,0.484150646384281,0.475896931251567
mc.svm_SMOTET53,svm,SMOTET,53.0,150.0,0.001,0.2,3.0,0.47160658768817,0.522385074169775,0.491477844430901
mc.svm_SMOTET54,svm,SMOTET,54.0,300.0,0.001,0.2,3.0,0.476595263940909,0.530515616509762,0.507475444433855
mc.svm_SMOTET55,svm,SMOTET,55.0,10.0,0.01,0.4,3.0,0.482955220323177,0.526965569246837,0.505405157547182
mc.svm_SMOTET56,svm,SMOTET,56.0,150.0,0.01,0.4,3.0,0.458755853377547,0.522563153046551,0.480958922298453
mc.svm_SMOTET57,svm,SMOTET,57.0,300.0,0.01,0.4,3.0,0.432686712009453,0.519482512739025,0.467153692934473
mc.svm_SMOTET58,svm,SMOTET,58.0,10.0,0.001,0.4,3.0,0.504089828985271,0.483070720761445,0.495280603321178
mc.svm_SMOTET59,svm,SMOTET,59.0,150.0,0.001,0.4,3.0,0.478483451143154,0.519900095824613,0.494546017715068
mc.svm_SMOTET60,svm,SMOTET,60.0,300.0,0.001,0.4,3.0,0.487573064242596,0.524371981356057,0.50132872838835
mc.svm_SMOTET61,svm,SMOTET,61.0,10.0,0.01,0.6,3.0,0.516963012482263,0.510885829572625,0.516395680542366
mc.svm_SMOTET62,svm,SMOTET,62.0,150.0,0.01,0.6,3.0,0.469150499724666,0.531226001418563,0.498231809331686
mc.svm_SMOTET63,svm,SMOTET,63.0,300.0,0.01,0.6,3.0,0.449369425995085,0.533014498773033,0.501153463743397
mc.svm_SMOTET64,svm,SMOTET,64.0,10.0,0.001,0.6,3.0,0.537547891323897,0.473296932788225,0.50011125294984
mc.svm_SMOTET65,svm,SMOTET,65.0,150.0,0.001,0.6,3.0,0.517433038419273,0.503377542156488,0.512138444629648
mc.svm_SMOTET66,svm,SMOTET,66.0,300.0,0.001,0.6,3.0,0.50693632843131,0.506028675300499,0.504953970060024
mc.svm_SMOTET67,svm,SMOTET,67.0,10.0,0.01,0.8,3.0,0.520532898795393,0.510718488064782,0.511056140597806
mc.svm_SMOTET68,svm,SMOTET,68.0,150.0,0.01,0.8,3.0,0.448190104076022,0.536779420526609,0.496333792380959
mc.svm_SMOTET69,svm,SMOTET,69.0,300.0,0.01,0.8,3.0,0.432676374074307,0.541815084710243,0.484651957133899
mc.svm_SMOTET70,svm,SMOTET,70.0,10.0,0.001,0.8,3.0,0.49979897405927,0.47266031154962,0.504856287815165
mc.svm_SMOTET71,svm,SMOTET,71.0,150.0,0.001,0.8,3.0,0.533786711475404,0.502841935259607,0.511156406364523
mc.svm_SMOTET72,svm,SMOTET,72.0,300.0,0.001,0.8,3.0,0.541603057082935,0.505587160001835,0.514909633643753
mc.svm_SMOTET73,svm,SMOTET,73.0,10.0,0.01,0.05,5.0,0.429433651887926,0.562699382052829,0.489160358092259
mc.svm_SMOTET74,svm,SMOTET,74.0,150.0,0.01,0.05,5.0,0.384743381979751,0.513042293921226,0.433278767919083
mc.svm_SMOTET75,svm,SMOTET,75.0,300.0,0.01,0.05,5.0,0.369868966573717,0.482285152655669,0.415255851422699
mc.svm_SMOTET76,svm,SMOTET,76.0,10.0,0.001,0.05,5.0,0.461398374603446,0.503492981194334,0.484058919798861
mc.svm_SMOTET77,svm,SMOTET,77.0,150.0,0.001,0.05,5.0,0.449926740502974,0.555827570912744,0.497912816737761
mc.svm_SMOTET78,svm,SMOTET,78.0,300.0,0.001,0.05,5.0,0.434822397201373,0.563533543960696,0.494221607490844
mc.svm_SMOTET79,svm,SMOTET,79.0,10.0,0.01,0.1,5.0,0.451684411360943,0.559890630409584,0.502810985875682
mc.svm_SMOTET80,svm,SMOTET,80.0,150.0,0.01,0.1,5.0,0.412941657054053,0.539625182002091,0.463648584443162
mc.svm_SMOTET81,svm,SMOTET,81.0,300.0,0.01,0.1,5.0,0.390115526446481,0.510943681496553,0.437768925546677
mc.svm_SMOTET82,svm,SMOTET,82.0,10.0,0.001,0.1,5.0,0.465013803075003,0.503476435265581,0.486824413350036
mc.svm_SMOTET83,svm,SMOTET,83.0,150.0,0.001,0.1,5.0,0.460036669104813,0.557822394980793,0.513213228215794
mc.svm_SMOTET84,svm,SMOTET,84.0,300.0,0.001,0.1,5.0,0.457527750642955,0.563941169912891,0.518925588304008
mc.svm_SMOTET85,svm,SMOTET,85.0,10.0,0.01,0.2,5.0,0.458029921265113,0.551556540296146,0.50444769749849
mc.svm_SMOTET86,svm,SMOTET,86.0,150.0,0.01,0.2,5.0,0.413540306514016,0.535996467603481,0.47261183213295
mc.svm_SMOTET87,svm,SMOTET,87.0,300.0,0.01,0.2,5.0,0.393075137191622,0.525580443083517,0.444478419673469
mc.svm_SMOTET88,svm,SMOTET,88.0,10.0,0.001,0.2,5.0,0.461985857444573,0.504389160519441,0.471942458296677
mc.svm_SMOTET89,svm,SMOTET,89.0,150.0,0.001,0.2,5.0,0.459612176126383,0.547547704884098,0.503430535866933
mc.svm_SMOTET90,svm,SMOTET,90.0,300.0,0.001,0.2,5.0,0.451488128566675,0.551262557299855,0.497267720198737
mc.svm_SMOTET91,svm,SMOTET,91.0,10.0,0.01,0.4,5.0,0.475602514443027,0.549830812857612,0.515084752697073
mc.svm_SMOTET92,svm,SMOTET,92.0,150.0,0.01,0.4,5.0,0.447335726857058,0.552689424354749,0.485290733405088
mc.svm_SMOTET93,svm,SMOTET,93.0,300.0,0.01,0.4,5.0,0.42196390478244,0.5499073817602,0.472202074284189
mc.svm_SMOTET94,svm,SMOTET,94.0,10.0,0.001,0.4,5.0,0.490182349709349,0.498395179443013,0.483087418471723
mc.svm_SMOTET95,svm,SMOTET,95.0,150.0,0.001,0.4,5.0,0.480285479342705,0.541636243655984,0.509127786375912
mc.svm_SMOTET96,svm,SMOTET,96.0,300.0,0.001,0.4,5.0,0.481515150286511,0.548752683770513,0.507137942064632
mc.svm_SMOTET97,svm,SMOTET,97.0,10.0,0.01,0.6,5.0,0.483149984177197,0.537083782455856,0.513728486404376
mc.svm_SMOTET98,svm,SMOTET,98.0,150.0,0.01,0.6,5.0,0.459031490759154,0.549376538970906,0.495106857306787
mc.svm_SMOTET99,svm,SMOTET,99.0,300.0,0.01,0.6,5.0,0.426189486884572,0.546041263764229,0.469721771990717
mc.svm_SMOTET100,svm,SMOTET,100.0,10.0,0.001,0.6,5.0,0.50715094878325,0.49860925238228,0.491542654277303
mc.svm_SMOTET101,svm,SMOTET,101.0,150.0,0.001,0.6,5.0,0.487861086716427,0.529804637216994,0.511148679326834
mc.svm_SMOTET102,svm,SMOTET,102.0,300.0,0.001,0.6,5.0,0.480591392740938,0.534828558118317,0.504677378142701
mc.svm_SMOTET103,svm,SMOTET,103.0,10.0,0.01,0.8,5.0,0.496107778492766,0.53231848085534,0.514816215175374
mc.svm_SMOTET104,svm,SMOTET,104.0,150.0,0.01,0.8,5.0,0.464947559941449,0.540332673242021,0.505590112716618
mc.svm_SMOTET105,svm,SMOTET,105.0,300.0,0.01,0.8,5.0,0.436084355167419,0.542401750083966,0.464413501058948
mc.svm_SMOTET106,svm,SMOTET,106.0,10.0,0.001,0.8,5.0,0.544796232591476,0.492633681288908,0.510794826433817
mc.svm_SMOTET107,svm,SMOTET,107.0,150.0,0.001,0.8,5.0,0.494548259789131,0.525464902767678,0.506822333765021
mc.svm_SMOTET108,svm,SMOTET,108.0,300.0,0.001,0.8,5.0,0.490843491255697,0.53022787025042,0.506386510389172
mc.svm_SMOTET109,svm,SMOTET,109.0,10.0,0.01,0.05,10.0,0.417476862105663,0.568053246745223,0.48564482216254
mc.svm_SMOTET110,svm,SMOTET,110.0,150.0,0.01,0.05,10.0,0.374843723399606,0.518567957951111,0.435592318534955
mc.svm_SMOTET111,svm,SMOTET,111.0,300.0,0.01,0.05,10.0,0.367586660720362,0.505728106074047,0.432430440544569
